Flight_no,Departure_airport,Arrival_Airport,Aircraft,Flight_time,standard_Departure,Standard_arrival,Latitude,Longitude,Airline,time_block
LH829,Copenhagen (CPH),Frankfurt (FRA),A320,4020,14:55,16:25,50.026,8.5,Lufthansa,16
LH1061,Nice (NCE),Frankfurt (FRA),A320,4740,14:50,16:25,50.026,8.5,Lufthansa,16
LH1143,Bilbao (BIO),Frankfurt (FRA),A320,6300,14:15,16:25,50.026,8.5,Lufthansa,16
JL407,Tokyo (NRT),Frankfurt (FRA),B789,40680,11:25,16:30,50.026,8.5,Japan Airlines,16
DE1403,Fuerteventura (FUE),Frankfurt (FRA),B753,13680,16:35,22:00,50.026,8.5,Condor   ,22
BA908,London (LHR),Frankfurt (FRA),A319,3900,13:45,16:30,50.026,8.5,British Airways,16
AF1318,Paris (CDG),Frankfurt (FRA),E190,2460,15:10,16:30,50.026,8.5,HOP!,16
HG3661,Palma de Mallorca (PMI),Frankfurt (FRA),B738,7020,14:15,16:35,50.026,8.5,Niki,16
OU412,Split (SPU),Frankfurt (FRA),A319,5520,14:45,16:35,50.026,8.5,Croatia Airlines,16
AT810,Casablanca (CMN),Frankfurt (FRA),B737,10800,11:10,16:40,50.026,8.5,Royal Air Maroc,16
OS131,Vienna (VIE),Frankfurt (FRA),A320,3780,15:10,16:40,50.026,8.5,Austrian Airlines,16
XQ462,Bodrum (BJV),Frankfurt (FRA),B738,10200,14:50,17:15,50.026,8.5,SunExpress,16
LX1074,Zurich (ZRH),Frankfurt (FRA),E190,2760,15:40,16:45,50.026,8.5,Helvetic Airways,16
SK675,Copenhagen (CPH),Frankfurt (FRA),A320,3960,15:15,16:45,50.026,8.5,SAS,16
SK637,Stockholm (ARN),Frankfurt (FRA),B737,6360,14:35,16:50,50.026,8.5,SAS,16
OZ541,Seoul (ICN),Frankfurt (FRA),A388,39180,12:30,16:50,50.026,8.5,Asiana Airlines,18
LH235,Rome (FCO),Frankfurt (FRA),A320,5220,14:55,16:55,50.026,8.5,Lufthansa,16
LH193,Berlin (TXL),Frankfurt (FRA),A320,2880,15:45,16:55,50.026,8.5,Lufthansa,16
LH113,Munich (MUC),Frankfurt (FRA),A320,2340,16:00,17:00,50.026,8.5,Lufthansa   ,18
KL1771,Amsterdam (AMS),Frankfurt (FRA),E190,2220,15:55,17:05,50.026,8.5,KLM Cityhopper,18
LH25,Hamburg (HAM),Frankfurt (FRA),A321,2700,16:00,17:10,50.026,8.5,Lufthansa,18
A3530,Thessaloniki (SKG),Frankfurt (FRA),A321,7860,15:30,17:10,50.026,8.5,Aegean Airlines,16
BA8734,London (LCY),Frankfurt (FRA),E190,3420,14:45,17:15,50.026,8.5,British Airways,18
LH1163,Faro (FAO),Frankfurt (FRA),A321,10140,15:05,19:10,50.026,8.5,Lufthansa,20
RO305,Bucharest (OTP),Frankfurt (FRA),A318,7440,16:00,17:35,50.026,8.5,Tarom   ,18
DE2059,San Diego (SAN),Frankfurt (FRA),B763,40620,15:05,11:55,50.026,8.5,Condor,12
KE905,Seoul (ICN),Frankfurt (FRA),B748,38700,13:05,17:40,50.026,8.5,Korean Air,18
QR8223,Doha (DOH),Frankfurt (FRA),B77L,21840,07:20,12:40,50.026,8.5,Qatar Airways,12
AZ404,Rome (FCO),Frankfurt (FRA),A321,5520,15:35,17:45,50.026,8.5,Alitalia,18
BM1917,Jonkoping (JKG),Frankfurt (FRA),E145,5340,16:05,17:50,50.026,8.5,BMI Regional,18
RU281,Moscow (SVO),Frankfurt (FRA),B748,10380,15:25,17:50,50.026,8.5,AirBridge Cargo,18
UX1509,Madrid (MAD),Frankfurt (FRA),E190,7440,15:10,17:50,50.026,8.5,Air Europa Express,18
LH195,Berlin (TXL),Frankfurt (FRA),A20N,3000,16:45,17:55,50.026,8.5,Lufthansa,18
SU2302,Moscow (SVO),Frankfurt (FRA),B738,10260,15:35,18:00,50.026,8.5,Aeroflot,18
OZ796,Vienna (VIE),Frankfurt (FRA),B744,3240,16:30,18:00,50.026,8.5,Asiana Airlines,18
LH115,Munich (MUC),Frankfurt (FRA),A320,2160,17:00,18:00,50.026,8.5,Lufthansa,18
LH1129,Barcelona (BCN),Frankfurt (FRA),A321,6480,15:50,18:00,50.026,8.5,Lufthansa,18
BT245,Riga (RIX),Frankfurt (FRA),B733,6840,16:40,18:05,50.026,8.5,Jet Time,18
CA935,Shanghai (PVG),Frankfurt (FRA),A332,42060,11:45,18:05,50.026,8.5,Air China   ,18
LH1015,Brussels (BRU),Frankfurt (FRA),CRJ9,1920,17:05,18:05,50.026,8.5,Lufthansa,18
LH909,London (LHR),Frankfurt (FRA),A320,3540,15:30,18:05,50.026,8.5,Lufthansa,18
LH27,Hamburg (HAM),Frankfurt (FRA),A319,2880,17:00,18:10,50.026,8.5,Lufthansa,18
LH863,Oslo (OSL),Frankfurt (FRA),A320,6120,16:05,18:10,50.026,8.5,Lufthansa,18
AZ410,Milan (LIN),Frankfurt (FRA),E75S,3600,16:55,18:15,50.026,8.5,Alitalia,18
CA931,Beijing (PEK),Frankfurt (FRA),B77W,35040,14:00,18:15,50.026,8.5,Air China,20
TK1593,Istanbul (IST),Frankfurt (FRA),A321,9480,15:55,18:15,50.026,8.5,Turkish Airlines,18
IB3130,Madrid (MAD),Frankfurt (FRA),A319,7740,15:45,18:25,50.026,8.5,Iberia,18
LY355,Tel Aviv (TLV),Frankfurt (FRA),B739,14820,14:40,18:25,50.026,8.5,El Al Israel Airlines,18
XG3282,Varna (VAR),Frankfurt (FRA),B738,7980,16:55,18:40,50.026,8.5,SunExpress,18
LH787,Qingdao (TAO),Frankfurt (FRA),A343,40860,12:45,18:30,50.026,8.5,Lufthansa CityLine   ,18
KC921,Astana (TSE),Frankfurt (FRA),B763,21360,16:10,18:30,50.026,8.5,Air Astana,18
AY825,Helsinki (HEL),Frankfurt (FRA),A320,7860,16:55,18:35,50.026,8.5,Finnair,18
AB6593,Berlin (TXL),Frankfurt (FRA),A320,2880,17:00,18:15,50.026,8.5,Air Berlin,20
AI121,Delhi (DEL),Frankfurt (FRA),B788,28500,13:35,18:40,50.026,8.5,Air India,18
KL1773,Amsterdam (AMS),Frankfurt (FRA),E75S,2460,17:30,18:40,50.026,8.5,KLM Cityhopper,18
LH807,Stockholm (ARN),Frankfurt (FRA),A320,6540,16:35,18:40,50.026,8.5,Lufthansa,18
TP576,Lisbon (LIS),Frankfurt (FRA),A321,9420,14:30,18:40,50.026,8.5,TAP Portugal,18
OS125,Vienna (VIE),Frankfurt (FRA),A321,3780,17:10,18:40,50.026,8.5,Austrian Airlines,18
LH717,Tokyo (HND),Frankfurt (FRA),B748,40080,14:05,18:45,50.026,8.5,Lufthansa,18
LH713,Seoul (ICN),Frankfurt (FRA),B744,38520,14:45,18:50,50.026,8.5,Lufthansa,20
BA912,London (LHR),Frankfurt (FRA),A319,3600,16:10,18:55,50.026,8.5,British Airways,18
LH197,Berlin (TXL),Frankfurt (FRA),A321,3060,17:45,18:55,50.026,8.5,Lufthansa,18
LH729,Shanghai (PVG),Frankfurt (FRA),A388,39240,13:15,18:55,50.026,8.5,Lufthansa,18
TG922,Bangkok (BKK),Frankfurt (FRA),A359,40320,12:25,19:00,50.026,8.5,Thai Airways,20
LO379,Warsaw (WAW),Frankfurt (FRA),B734,5220,17:05,19:00,50.026,8.5,LOT,18
LH1135,Barcelona (BCN),Frankfurt (FRA),A321,6420,16:50,19:00,50.026,8.5,Lufthansa,20
LH117,Munich (MUC),Frankfurt (FRA),A321,2220,18:00,19:00,50.026,8.5,Lufthansa,18
LH781,Nanjing (NKG),Frankfurt (FRA),A343,40740,13:10,19:00,50.026,8.5,Lufthansa,18
OK536,Prague (PRG),Frankfurt (FRA),A319,3000,17:50,19:05,50.026,8.5,Czech Airlines,18
LH911,London (LHR),Frankfurt (FRA),A20N,3420,16:30,19:05,50.026,8.5,Lufthansa,18
LH1017,Brussels (BRU),Frankfurt (FRA),A319,1860,18:05,19:05,50.026,8.5,Lufthansa,18
LH219,Dresden (DRS),Frankfurt (FRA),A320,2580,18:40,19:45,50.026,8.5,Lufthansa,20
LH315,Florence (FLR),Frankfurt (FRA),E190,4740,18:10,19:45,50.026,8.5,Lufthansa,20
LH897,Vilnius (VNO),Frankfurt (FRA),A320,6300,18:35,19:45,50.026,8.5,Lufthansa,20
LH1115,Madrid (MAD),Frankfurt (FRA),A321,7440,17:20,19:50,50.026,8.5,Lufthansa,20
LH59,Hannover (HAJ),Frankfurt (FRA),A320,2280,18:55,19:50,50.026,8.5,Lufthansa,20
LH1421,Bucharest (OTP),Frankfurt (FRA),A320,7560,18:25,19:50,50.026,8.5,Lufthansa,20
LH1179,Porto (OPO),Frankfurt (FRA),A321,8040,16:10,19:50,50.026,8.5,Lufthansa,20
LH199,Berlin (TXL),Frankfurt (FRA),A321,2880,18:45,19:55,50.026,8.5,Lufthansa,20
LH1301,Istanbul (IST),Frankfurt (FRA),A320,9540,17:45,19:55,50.026,8.5,Lufthansa,20
LH1391,Poznan (POZ),Frankfurt (FRA),CRJ9,3840,18:40,20:00,50.026,8.5,Lufthansa,20
LH1437,St. Petersburg (LED),Frankfurt (FRA),A321,8580,18:05,19:55,50.026,8.5,Lufthansa,20
LH119,Munich (MUC),Frankfurt (FRA),A321,2340,19:00,20:00,50.026,8.5,Lufthansa,20
LH1401,Prague (PRG),Frankfurt (FRA),A320,2820,18:55,20:00,50.026,8.5,Lufthansa,20
LH1311,Luqa (MLA),Frankfurt (FRA),A320,9060,17:20,20:00,50.026,8.5,Lufthansa,20
LH687,Tel Aviv (TLV),Frankfurt (FRA),A321,14100,16:30,20:00,50.026,8.5,Lufthansa,20
LH1225,Geneva (GVA),Frankfurt (FRA),A319,3300,18:45,20:00,50.026,8.5,Lufthansa,20
EI656,Dublin (DUB),Frankfurt (FRA),A320,5280,17:00,20:05,50.026,8.5,Aer Lingus,20
LH1019,Brussels (BRU),Frankfurt (FRA),A320,1920,19:05,20:05,50.026,8.5,Lufthansa,20
LH1089,Marseille (MRS),Frankfurt (FRA),A320,4560,18:30,20:05,50.026,8.5,Lufthansa,20
LH857,Reykjavik (KEF),Frankfurt (FRA),A320,11940,14:35,20:05,50.026,8.5,Lufthansa,20
LH1369,Krakow (KRK),Frankfurt (FRA),A321,4500,18:30,20:05,50.026,8.5,Lufthansa,20
LH915,London (LHR),Frankfurt (FRA),A320,3360,17:30,20:05,50.026,8.5,Lufthansa,20
LH1283,Athens (ATH),Frankfurt (FRA),A321,9420,18:05,20:05,50.026,8.5,Lufthansa,20
LH31,Hamburg (HAM),Frankfurt (FRA),A320,3180,19:00,20:10,50.026,8.5,Lufthansa,20
LH1169,Lisbon (LIS),Frankfurt (FRA),A321,9300,16:10,20:10,50.026,8.5,Lufthansa,20
LH237,Rome (FCO),Frankfurt (FRA),A20N,5400,18:10,20:10,50.026,8.5,Lufthansa,20
LH1333,Marrakesh (RAK),Frankfurt (FRA),A321,11940,15:25,20:10,50.026,8.5,Lufthansa,20
OS269,Salzburg (SZG),Frankfurt (FRA),E190,3060,19:05,20:10,50.026,8.5,Austrian Airlines,20
LX1076,Zurich (ZRH),Frankfurt (FRA),A321,2340,19:05,20:10,50.026,8.5,Swiss,20
LH87,Dusseldorf (DUS),Frankfurt (FRA),A321,1620,19:25,20:15,50.026,8.5,Lufthansa   ,20
LH1341,Budapest (BUD),Frankfurt (FRA),A20N,4740,18:35,20:15,50.026,8.5,Lufthansa,20
LH1361,Katowice (KTW),Frankfurt (FRA),CRJ9,4320,18:40,20:15,50.026,8.5,Lufthansa,20
LH1449,Moscow (DME),Frankfurt (FRA),A321,10080,17:55,20:15,50.026,8.5,Lufthansa,20
OS257,Graz (GRZ),Frankfurt (FRA),E190,3960,18:55,20:15,50.026,8.5,Austrian Airlines,20
LH1079,Lyon (LYS),Frankfurt (FRA),A320,3840,19:00,20:20,50.026,8.5,Lufthansa,20
LH265,Verona (VRN),Frankfurt (FRA),E190,3900,19:00,20:20,50.026,8.5,Lufthansa,20
LH831,Copenhagen (CPH),Frankfurt (FRA),A320,3840,18:55,20:25,50.026,8.5,Lufthansa,20
LH169,Berlin (TXL),Frankfurt (FRA),A321,3060,19:15,20:25,50.026,8.5,Lufthansa,20
LH1355,Wroclaw (WRO),Frankfurt (FRA),CRJ9,3840,19:05,20:25,50.026,8.5,Lufthansa,20
LH255,Milan (MXP),Frankfurt (FRA),A319,3360,19:15,20:30,50.026,8.5,Lufthansa,20
LH289,Bologna (BLQ),Frankfurt (FRA),A321,4380,19:00,20:30,50.026,8.5,Lufthansa,20
LH303,Turin (TRN),Frankfurt (FRA),A319,3420,19:10,20:30,50.026,8.5,Lufthansa,20
LH321,Olbia (OLB),Frankfurt (FRA),E190,5820,18:30,20:25,50.026,8.5,Lufthansa,20
LH697,Arbil (EBL),Frankfurt (FRA),A319,16200,16:35,20:30,50.026,8.5,Lufthansa,20
LH1243,Vienna (VIE),Frankfurt (FRA),A321,3840,19:10,20:35,50.026,8.5,Lufthansa,20
LH1047,Paris (CDG),Frankfurt (FRA),A320,2580,19:20,20:35,50.026,8.5,Lufthansa,20
LH317,Florence (FLR),Frankfurt (FRA),E190,4680,19:05,20:40,50.026,8.5,Lufthansa,20
LH841,Billund (BLL),Frankfurt (FRA),A319,3840,19:15,20:40,50.026,8.5,Lufthansa,20
LH957,Birmingham (BHX),Frankfurt (FRA),A320,3780,18:05,20:40,50.026,8.5,Lufthansa,20
LH1065,Nice (NCE),Frankfurt (FRA),A321,4320,19:05,20:40,50.026,8.5,Lufthansa,20
SQ326,Singapore (SIN),Frankfurt (FRA),B77W,43860,13:55,20:40,50.026,8.5,Singapore Airlines,20
X34203,Heraklion (HER),Frankfurt (FRA),B738,10920,09:45,12:10,50.026,8.5,TUI fly   ,12
LH277,Milan (LIN),Frankfurt (FRA),A320,3180,19:30,20:45,50.026,8.5,Lufthansa   ,20
LH1099,Toulouse (TLS),Frankfurt (FRA),A320,5100,19:00,20:45,50.026,8.5,Lufthansa,20
LH331,Venice (VCE),Frankfurt (FRA),A320,3900,19:20,20:45,50.026,8.5,Lufthansa,20
LH947,Manchester (MAN),Frankfurt (FRA),A320,4080,18:05,20:45,50.026,8.5,Lufthansa,20
LH1227,Geneva (GVA),Frankfurt (FRA),E190,3240,19:35,20:50,50.026,8.5,Lufthansa,20
LH867,Oslo (OSL),Frankfurt (FRA),A319,5880,18:45,20:50,50.026,8.5,Lufthansa,22
LH201,Berlin (TXL),Frankfurt (FRA),A320,2880,19:45,20:55,50.026,8.5,Lufthansa,20
LH819,Gothenburg (GOT),Frankfurt (FRA),A321,4620,19:15,20:55,50.026,8.5,Lufthansa,22
LH805,Stockholm (ARN),Frankfurt (FRA),A321,6120,18:50,20:55,50.026,8.5,Lufthansa,20
LH239,Rome (FCO),Frankfurt (FRA),A321,5400,18:55,20:55,50.026,8.5,Lufthansa   ,20
LH965,Edinburgh (EDI),Frankfurt (FRA),A321,5220,18:05,20:55,50.026,8.5,Lufthansa,20
LH981,Dublin (DUB),Frankfurt (FRA),A321,4800,17:55,20:55,50.026,8.5,Lufthansa,20
LH1133,Barcelona (BCN),Frankfurt (FRA),A321,5820,18:50,21:00,50.026,8.5,Lufthansa,20
LH121,Munich (MUC),Frankfurt (FRA),A320,2400,20:00,21:00,50.026,8.5,Lufthansa,20
LH999,Amsterdam (AMS),Frankfurt (FRA),A320,2220,19:55,21:00,50.026,8.5,Lufthansa,20
LH1199,Zurich (ZRH),Frankfurt (FRA),A319,2220,20:00,21:05,50.026,8.5,Lufthansa,20
LH917,London (LHR),Frankfurt (FRA),A20N,3240,18:30,21:05,50.026,8.5,Lufthansa,20
LH1145,Bilbao (BIO),Frankfurt (FRA),A320,6360,18:55,21:05,50.026,8.5,Lufthansa,20
LH1155,Palma de Mallorca (PMI),Frankfurt (FRA),A321,6300,18:50,21:05,50.026,8.5,Lufthansa,22
LH33,Hamburg (HAM),Frankfurt (FRA),A320,2760,20:00,21:10,50.026,8.5,Lufthansa,20
SU2304,Moscow (SVO),Frankfurt (FRA),A320,10440,18:50,21:15,50.026,8.5,Aeroflot,22
TK1597,Istanbul (IST),Frankfurt (FRA),A321,9540,19:05,21:20,50.026,8.5,Turkish Airlines,20
BA8736,London (LCY),Frankfurt (FRA),E190,3360,19:10,21:40,50.026,8.5,British Airways,22
LH937,London (LCY),Frankfurt (FRA),E190,3240,19:15,21:40,50.026,8.5,Lufthansa,22
OS127,Vienna (VIE),Frankfurt (FRA),A320,3840,20:10,21:40,50.026,8.5,Austrian Airlines,22
KL1775,Amsterdam (AMS),Frankfurt (FRA),E190,2280,20:35,21:45,50.026,8.5,KLM Cityhopper,22
LH203,Berlin (TXL),Frankfurt (FRA),A20N,2940,20:45,21:55,50.026,8.5,Lufthansa,22
LH123,Munich (MUC),Frankfurt (FRA),A320,2220,21:00,22:00,50.026,8.5,Lufthansa,22
LH919,London (LHR),Frankfurt (FRA),A321,3300,19:30,22:05,50.026,8.5,Lufthansa,22
LO383,Warsaw (WAW),Frankfurt (FRA),E75S,5220,20:15,22:10,50.026,8.5,LOT,22
BA916,London (LHR),Frankfurt (FRA),A319,3300,19:40,22:20,50.026,8.5,British Airways,22
DE1595,Rhodes (RHO),Frankfurt (FRA),A320,10620,10:45,13:20,50.026,8.5,Condor,14
TP572,Lisbon (LIS),Frankfurt (FRA),A320,9660,18:10,22:20,50.026,8.5,TAP Portugal,22
AF1018,Paris (CDG),Frankfurt (FRA),E190,2580,21:05,22:25,50.026,8.5,Air France,22
DE143,Antalya (AYT),Frankfurt (FRA),B753,10260,19:45,22:30,50.026,8.5,Condor,0
X32143,Tenerife (TFS),Frankfurt (FRA),B738,14940,17:20,23:00,50.026,8.5,TUI fly   ,22
HG7751,Palma de Mallorca (PMI),Frankfurt (FRA),B738,6540,20:15,22:35,50.026,8.5,Niki,22
FR4130,Alicante (ALC),Frankfurt (FRA),B738,8400,19:45,22:35,50.026,8.5,Ryanair,22
IB3126,Madrid (MAD),Frankfurt (FRA),A319,7560,20:00,22:40,50.026,8.5,Iberia,22
AB6601,Berlin (TXL),Frankfurt (FRA),A320,2940,21:35,22:45,50.026,8.5,Air Berlin,0
FR4170,Faro (FAO),Frankfurt (FRA),B738,10200,18:15,22:45,50.026,8.5,Ryanair,22
X34263,Rhodes (RHO),Frankfurt (FRA),B738,10380,08:45,11:15,50.026,8.5,TUI fly,10
X32259,Las Palmas (LPA),Frankfurt (FRA),B738,14700,17:20,22:55,50.026,8.5,TUI fly,22
LH370,Hannover (HAJ),Friedrichshafen (FDH),B737,4500,10:00,11:25,47.671,9.5,Lufthansa,12
ST2099,Palma de Mallorca (PMI),Friedrichshafen (FDH),B737,5940,08:35,10:40,47.671,9.5,Germania,10
LH372,Frankfurt (FRA),Friedrichshafen (FDH),CRJ9,1740,13:30,14:15,47.671,9.5,Lufthansa,14
LH374,Frankfurt (FRA),Friedrichshafen (FDH),CRJ9,1740,16:30,17:15,47.671,9.5,Lufthansa,18
TK1387,Istanbul (IST),Friedrichshafen (FDH),B738,8640,15:55,17:55,47.671,9.5,Turkish Airlines,18
ST7547,Funchal (FNC),Friedrichshafen (FDH),B737,13440,15:15,20:05,47.671,9.5,Germania,20
T737,Toulouse (TLS),Friedrichshafen (FDH),B190,6480,18:30,20:20,47.671,9.5,Twin Jet,20
PE203,Cologne (CGN),Friedrichshafen (FDH),E170,2760,19:25,20:20,47.671,9.5,People's Viennaline,20
LH376,Frankfurt (FRA),Friedrichshafen (FDH),CRJ9,1800,21:25,22:10,47.671,9.5,Lufthansa,22
W63717,Cluj-Napoca (CLJ),Hahn (HHN),A320,6900,06:40,07:55,49.95,7.3,Wizz Air,8
FR752,London (STN),Hahn (HHN),B738,3360,07:30,09:55,49.95,7.3,Ryanair,10
FR8093,Treviso (TSF),Hahn (HHN),B738,4800,08:40,10:00,49.95,7.3,Ryanair,10
W61677,Gdansk (GDN),Hahn (HHN),A321,4440,10:00,11:50,49.95,7.3,Wizz Air,12
FR9877,Lamezia Terme (SUF),Hahn (HHN),B738,7680,09:35,12:00,49.95,7.3,Ryanair,12
FR4373,Riga (RIX),Hahn (HHN),B738,7440,10:50,12:10,49.95,7.3,Ryanair,12
FR1235,Pisa (PSA),Hahn (HHN),B738,4980,11:00,12:35,49.95,7.3,Ryanair,12
FR5713,Faro (FAO),Hahn (HHN),B738,10380,09:10,13:10,49.95,7.3,Ryanair,14
W61103,Katowice (KTW),Hahn (HHN),A320,4800,12:35,14:15,49.95,7.3,Wizz Air,14
FR1948,Dublin (DUB),Hahn (HHN),B738,4800,11:25,14:20,49.95,7.3,Ryanair,14
FR9807,Naples (NAP),Hahn (HHN),B738,6180,12:55,15:00,49.95,7.3,Ryanair,16
FR4582,Pula (PUY),Hahn (HHN),B738,4260,14:20,15:50,49.95,7.3,Ryanair,16
W62299,Budapest (BUD),Hahn (HHN),A321,5760,14:25,16:15,49.95,7.3,Wizz Air,16
FR9867,Palma de Mallorca (PMI),Hahn (HHN),B738,7260,14:30,16:45,49.95,7.3,Ryanair,16
FR6727,Pescara (PSR),Hahn (HHN),B738,7440,15:50,17:45,49.95,7.3,Ryanair,18
FR1857,Vilnius (VNO),Hahn (HHN),B738,6720,16:35,18:00,49.95,7.3,Ryanair,18
FR4125,Girona (GRO),Hahn (HHN),B738,6720,16:15,18:10,49.95,7.3,Ryanair,18
FR5798,Thessaloniki (SKG),Hahn (HHN),B738,9000,16:25,18:15,49.95,7.3,Ryanair,18
W64337,Sofia (SOF),Hahn (HHN),A321,7380,18:30,20:05,49.95,7.3,Wizz Air,20
W67729,Skopje (SKP),Hahn (HHN),A320,7920,18:35,21:05,49.95,7.3,Wizz Air,22
FR4383,Edinburgh (EDI),Hahn (HHN),B738,5940,20:10,23:05,49.95,7.3,Ryanair,0
FR4174,Porto (OPO),Hahn (HHN),B738,7800,19:40,23:15,49.95,7.3,Ryanair,0
FR5215,Bari (BRI),Hahn (HHN),B738,5460,12:50,15:00,49.95,7.3,Ryanair,16
FR9833,Palma de Mallorca (PMI),Hahn (HHN),B738,7200,21:05,23:20,49.95,7.3,Ryanair,0
FR5008,Nador (NDR),Hahn (HHN),B738,9720,19:25,23:35,49.95,7.3,Ryanair,0
EY9803,East Midlands (EMA),Hahn (HHN),B77L,4260,21:10,23:50,49.95,7.3,Etihad Cargo,0
EW7823,Milan (MXP),Hamburg (HAM),A319,5700,09:20,11:00,53.63,10,Eurowings,12
LH10,Frankfurt (FRA),Hamburg (HAM),A320,2940,10:00,11:05,53.63,10,Lufthansa,12
FR5146,Lamezia Terme (SUF),Hamburg (HAM),B738,9060,08:20,11:10,53.63,10,Ryanair,10
SU2346,Moscow (SVO),Hamburg (HAM),A321,8580,09:20,11:15,53.63,10,Aeroflot,10
LH2066,Munich (MUC),Hamburg (HAM),A320,3720,10:00,11:15,53.63,10,Lufthansa,12
4U7465,London (LHR),Hamburg (HAM),A319,4980,08:45,11:20,53.63,10,Germanwings,12
HG7535,Palma de Mallorca (PMI),Hamburg (HAM),B738,9180,08:40,11:20,53.63,10,Niki,12
AB6300,Munich (MUC),Hamburg (HAM),A320,3660,10:00,11:20,53.63,10,Air Berlin,12
4U36,Cologne (CGN),Hamburg (HAM),A319,2940,10:20,11:25,53.63,10,Germanwings,12
AB6744,Dusseldorf (DUS),Hamburg (HAM),DH8D,2760,10:30,11:30,53.63,10,Air Berlin,12
KL1779,Amsterdam (AMS),Hamburg (HAM),RJ85,2760,10:45,11:50,53.63,10,CityJet,12
LH12,Frankfurt (FRA),Hamburg (HAM),A320,2820,11:00,12:05,53.63,10,Lufthansa,12
HG7757,Palma de Mallorca (PMI),Hamburg (HAM),A321,9540,09:50,12:30,53.63,10,Niki,12
U23470,Palma de Mallorca (PMI),Hamburg (HAM),A319,9840,09:20,12:10,53.63,10,EasyJet,12
EW7063,Dusseldorf (DUS),Hamburg (HAM),A319,2460,11:15,12:10,53.63,10,Eurowings,12
LH2068,Munich (MUC),Hamburg (HAM),A320,3600,11:00,12:15,53.63,10,Lufthansa,12
U23406,Catania (CTA),Hamburg (HAM),A320,10140,09:20,12:20,53.63,10,EasyJet,14
FR8511,Dublin (DUB),Hamburg (HAM),B738,5880,09:25,12:25,53.63,10,Ryanair,12
TP562,Lisbon (LIS),Hamburg (HAM),A319,10860,08:20,12:35,53.63,10,TAP Portugal,12
KK6093,Istanbul (IST),Hamburg (HAM),A321,10320,10:40,12:40,53.63,10,AtlasGlobal,12
SK1647,Copenhagen (CPH),Hamburg (HAM),AT76,3420,11:45,12:45,53.63,10,SAS,12
FR2565,Las Palmas (LPA),Hamburg (HAM),B738,16740,06:45,12:45,53.63,10,Ryanair,12
FI510,Reykjavik (KEF),Hamburg (HAM),B752,10080,07:50,13:05,53.63,10,Icelandair,12
EW7035,Cologne (CGN),Hamburg (HAM),A320,3060,12:00,13:05,53.63,10,Eurowings,14
LH14,Frankfurt (FRA),Hamburg (HAM),A320,2880,12:00,13:05,53.63,10,Lufthansa,14
4U7055,Nurnberg (NUE),Hamburg (HAM),A319,3960,12:40,13:50,53.63,10,Germanwings,14
AB6302,Munich (MUC),Hamburg (HAM),A320,3660,12:00,13:20,53.63,10,Air Berlin,14
BA962,London (LHR),Hamburg (HAM),A319,4080,10:40,13:20,53.63,10,British Airways,14
XQ170,Antalya (AYT),Hamburg (HAM),B738,12120,10:40,13:30,53.63,10,SunExpress,14
EK59,Dubai (DXB),Hamburg (HAM),B77W,22380,09:00,13:45,53.63,10,Emirates,14
AF1710,Paris (CDG),Hamburg (HAM),A318,4620,12:15,13:45,53.63,10,Air France,14
VY1820,Barcelona (BCN),Hamburg (HAM),A320,8940,11:15,14:00,53.63,10,Vueling   ,14
DE155,Antalya (AYT),Hamburg (HAM),B753,12420,11:10,14:00,53.63,10,Condor,14
EW7041,Stuttgart (STR),Hamburg (HAM),A319,3420,12:50,14:05,53.63,10,Eurowings,14
LH16,Frankfurt (FRA),Hamburg (HAM),A320,2940,13:00,14:05,53.63,10,Lufthansa,14
LX1056,Zurich (ZRH),Hamburg (HAM),A321,4680,12:40,14:10,53.63,10,Swiss,14
PC1043,Istanbul (SAW),Hamburg (HAM),A320,10260,11:40,14:15,53.63,10,Pegasus Airlines,14
LH2070,Munich (MUC),Hamburg (HAM),A321,3600,13:00,14:15,53.63,10,Lufthansa,14
OS173,Vienna (VIE),Hamburg (HAM),A320,4500,12:45,14:20,53.63,10,Austrian Airlines,14
HG2587,Malaga (AGP),Hamburg (HAM),A321,10560,11:10,14:20,53.63,10,Niki,14
KL1781,Amsterdam (AMS),Hamburg (HAM),E190,2520,13:20,14:25,53.63,10,KLM Cityhopper,14
FR5501,Milan (BGY),Hamburg (HAM),B738,5520,13:05,14:50,53.63,10,Ryanair,14
FR706,Treviso (TSF),Hamburg (HAM),B738,5400,12:55,14:40,53.63,10,Ryanair,14
EW5812,Vienna (VIE),Hamburg (HAM),A320,4800,13:15,14:45,53.63,10,Eurowings,14
4U7195,Oslo (OSL),Hamburg (HAM),A319,4080,12:50,14:15,53.63,10,Germanwings,14
U23434,Salzburg (SZG),Hamburg (HAM),A319,4500,15:00,16:25,53.63,10,EasyJet,16
4U7783,Budapest (BUD),Hamburg (HAM),A319,5820,12:00,13:40,53.63,10,Germanwings,14
LH18,Frankfurt (FRA),Hamburg (HAM),A321,2340,14:00,15:05,53.63,10,Lufthansa,16
U21841,Manchester (MAN),Hamburg (HAM),A320,5040,10:55,13:35,53.63,10,EasyJet,14
EW4354,Salzburg (SZG),Hamburg (HAM),A320,4080,13:35,15:10,53.63,10,Eurowings,16
AB6304,Munich (MUC),Hamburg (HAM),A320,3780,13:55,15:20,53.63,10,Air Berlin,16
